 Average of  Max VisibilityKm ,Volume Share of Category
16,0.036506174
16,0.040872112
16,0.04483187
16,0.037678774
16,0.042049222
16,0.037840393
16,0.034481787
16,0.033191191
16,0.033262961
16,0.036041639
16,0.030797542
16,0.028732287
16,0.029995212
16,0.032388441
16,0.029831225
16,0.029416653
16,0.029496279
16,0.030750324
16,0.04587709
16,0.028080259
15.28571429,0.031819585
16,0.029033727
16,0.027732536
16,0.030331824
16,0.033837742
16,0.032669451
14.5,0.033092646
16,0.029787108
15.57142857,0.029901365
16,0.030429515
16,0.036059984
16,0.035182947
16,0.032517329
16,0.032078916
16,0.031750566
16,0.032188782
16,0.032288434
16,0.032772039
16,0.033510674
16,0.037099031
16,0.037225097
16,0.032173238
16,0.035026603
15.6,0.036353803
16,0.040943989
16,0.036869
16,0.032663828
16,0.034119153
16,0.033887951
16,0.032052818
16,0.029199753
16,0.030467741
16,0.02946499
16,0.029990131
16,0.028062487
16,0.0301253
16,0.031342243
16,0.030126909
16,0.027433072
16,0.03101114
16,0.029399516
16,0.025977762
16,0.030752078
16,0.026084666
16,0.024163104
16,0.028044935
16,0.024221216
14.42857143,0.023537666
16,0.023659525
16,0.028125801
16,0.025159233
16,0.022649232
16,0.025216762
16,0.021913087
15.28571429,0.014892085
16,0.020931707
16,0.025780088
16,0.024051764
16,0.023442702
15.14285714,0.027501807
15.71428571,0.022420365
16,0.024704686
16,0.020175802
16,0.026273368
16,0.025112143
16,0.023562005
15,0.022276694
15.71428571,0.022488269
16,0.018938066
16,0.021033044
16,0.017638677
16,0.023963564
16,0.02565729
16,0.022078182
16,0.022447814
16,0.022630478
16,0.020391481
16,0.02391244
16,0.023957704
16,0.024129313
16,0.022211127
15.28571429,0.021055117
16,0.022586226
16,0.021527199
16,0.021191498
16,0.030629934
16,0.024528922
16,0.021849373
16,0.026504796
16,0.028024608
16,0.028668582
15.14285714,0.027572434
16,0.0281113
16,0.037584409
16,0.038230391
16,0.038768532
16,0.031889992
16,0.026991545
15.71428571,0.024170943
16,0.021694882
15.14285714,0.017057654
16,0.019012544
16,0.023203091
15.71428571,0.023827137
15.71428571,0.021113283
14.33333333,0.023162242
16,0.018842519
16,0.024566192
16,0.024993045
16,0.022543409
16,0.024858294
16,0.024745822
16,0.022654533
16,0.024243389
16,0.022007959
16,0.023779918
16,0.022881185
16,0.0186647
16,0.022821777
16,0.021878419
16,0.022008729
16,0.024541621
16,0.015326625
16,0.019706801
16,0.019814896
16,0.016570496
16,0.019642112
16,0.015903
16,0.016084884
16,0.020647498
16,0.019794933
16,0.019293124
16,0.020659223
16,0.021337369
16,0.021313165
16,0.019268254
16,0.019445625
16,0.026546158
16,0.029718872
16,0.030048708
16,0.029382605
16,0.031373109
16,0.029301618
16,0.02403686
16,0.022177524
16,0.023647696
16,0.024743016
16,0.024651173
16,0.018684601
16,0.018266795
16,0.024308326
16,0.020943323
15.57142857,0.020613864
16,0.017697395
15.28571429,0.024924269
15.28571429,0.028651696
14.28571429,0.026393555
16,0.024258882
13.14285714,0.022856636
16,0.02791481
14,0.026214102
16,0.026453396
16,0.027391728
15.14285714,0.032235759
15.71428571,0.028056
16,0.026907806
16,0.030492997
16,0.027631672
16,0.029728072
16,0.028027832
16,0.029604706
16,0.027832482
16,0.028808281
16,0.030737959
16,0.025747302
16,0.027264909
16,0.031530643
16,0.027424847
16,0.026644765
16,0.02840849
16,0.024755839
16,0.02755924
16,0.029124399
16,0.029606789
16,0.029789815
16,0.029728344
16,0.031991699
16,0.030970146
16,0.030148014
16,0.026308512
16,0.031523848
16,0.033304971
16,0.032581127
16,0.031001148
16,0.032824864
16,0.032189767
16,0.030883289
16,0.030584991
16,0.030287773
16,0.029849441
16,0.027136919
16,0.025639839
16,0.030604824
16,0.027607042
16,0.026517019
16,0.023124162
16,0.031489386
16,0.030622615
15.28571429,0.030154807
16,0.032095794
16,0.033008334
16,0.028435619
16,0.033040862
16,0.033044001
14.5,0.037808516
16,0.039783719
15.57142857,0.035318157
16,0.030944429
16,0.030769031
16,0.03626787
16,0.038471336
16,0.032748141
16,0.032635801
16,0.030019448
16,0.029328794
16,0.029809469
16,0.032884067
16,0.028433239
16,0.031786227
16,0.032962662
16,0.031573243
15.6,0.032223147
16,0.030179831
16,0.031565168
16,0.033103562
16,0.034798866
16,0.036875468
16,0.034293131
16,0.033414104
16,0.035170089
16,0.035849025
16,0.029663751
16,0.035552957
16,0.035833272
16,0.033821868
16,0.036587025
16,0.038325932
16,0.036733102
16,0.037568369
16,0.037333102
16,0.03578225
16,0.035665873
16,0.032619815
16,0.026348522
16,0.035180177
14.42857143,0.035090791
16,0.031949577
16,0.024588214
16,0.086935464
16,0.039748351
16,0.038366818
16,0.043752364
15.28571429,0.074541057
16,0.078075626
16,0.056751793
16,0.057524447
16,0.056195099
15.14285714,0.05462109
15.71428571,0.076068545
16,0.074144121
16,0.064962991
16,0.05999522
16,0.060386451
16,0.076253494
15,0.074337068
15.71428571,0.083663659
16,0.084263206
16,0.097136394
16,0.124225179
16,0.125159451
16,0.128863124
16,0.120569307
16,0.131126496
16,0.132924319
16,0.168571406
16,0.119025344
16,0.133354918
16,0.127042219
16,0.111389364
15.28571429,0.111713062
16,0.113322455
16,0.099770533
16,0.11830512
16,0.113096003
16,0.085064238
16,0.066687984
16,0.073218414
16,0.063346921
16,0.060839418
15.14285714,0.080080201
16,0.083556669
16,0.080793181
16,0.063039191
16,0.077370694
16,0.102094822
16,0.134738986
15.71428571,0.058364907
16,0.075919683
15.14285714,0.104047112
16,0.13548
16,0.106178809
15.71428571,0.064019007
15.71428571,0.068547799
14.33333333,0.07594238
16,0.093762456
16,0.091211891
16,0.076588867
16,0.07685563
16,0.075490897
16,0.093582895
16,0.116498561
16,0.075392818
16,0.078448599
16,0.074229022
16,0.073961771
16,0.098127217
16,0.087626771
16,0.09227289
16,0.109720474
16,0.109379989
16,0.131211522
16,0.136178671
16,0.111815743
16,0.101802322
16,0.107008352
16,0.103932653
16,0.146779048
16,0.103967781
16,0.127677588
16,0.122588092
16,0.107676033
16,0.105748975
16,0.101722919
16,0.107813851
16,0.114500839
16,0.096102663
16,0.073781171
16,0.073941008
16,0.082381247
16,0.061246027
16,0.060717407
16,0.048389439
16,0.058862809
16,0.052446629
16,0.061717761
16,0.068968236
16,0.057467256
16,0.088266464
16,0.053331752
16,0.053645568
15.57142857,0.059724046
16,0.086417243
15.28571429,0.094105175
15.28571429,0.042597239
14.28571429,0.043239708
16,0.035158266
13.14285714,0.044406359
16,0.052027127
14,0.054266427
16,0.048138224
16,0.046804168
15.14285714,0.052612807
15.71428571,0.040651364
16,0.046515384
16,0.051326857
16,0.052087995
16,0.05646389
16,0.050961326
16,0.046073327
16,0.067938047
16,0.057968431
16,0.063331415
16,0.083513044
16,0.065926423
16,0.047843257
16,0.041381157
16,0.058306805
16,0.07159394
16,0.120255859
16,0.086272765
16,0.102274387
16,0.118950361
16,0.112325062
16,0.09311886
16,0.11730228
16,0.112906069
16,0.117738188
16,0.125681794
16,0.100371099
16,0.09183866
16,0.110091568
16,0.090896523
16,0.090370429
16,0.100018857
16,0.096746259
16,0.102881152
16,0.078739706
16,0.083261705
16,0.09519648
16,0.109149687
16,0.060848125
16,0.060261746
16,0.060341458
16,0.093331085
16,0.113366253
16,0.048597658
15.28571429,0.055484733
16,0.057540438
16,0.047219119
16,0.070717929
16,0.061145332
16,0.058119318
14.5,0.055932822
16,0.060102241
15.57142857,0.055876554
16,0.051727708
16,0.067097794
16,0.06595792
16,0.057677941
16,0.063301549
16,0.05461916
16,0.058116173
16,0.061628391
16,0.058428462
16,0.055765738
16,0.080464591
16,0.072473321
16,0.070234085
16,0.084286102
15.6,0.103650778
16,0.152536171
16,0.108381281
16,0.102972843
16,0.105677177
16,0.09142788
16,0.087971621
16,0.090289776
16,0.087851014
16,0.077693311
16,0.09576723
16,0.072915379
16,0.071640745
16,0.073604361
16,0.075575126
16,0.076474131
16,0.06123911
16,0.067829399
16,0.07192772
16,0.063860732
16,0.063847047
16,0.057499648
16,0.09543001
16,0.044376602
14.42857143,0.054272902
16,0.057615584
16,0.08625071
16,0.123011036
16,0.149986746
16,0.129925386
16,0.129955411
15.28571429,0.103896268
16,0.125233083
16,0.129100693
16,0.131508288
16,0.134626102
15.14285714,0.14516336
15.71428571,0.117437548
16,0.122826701
16,0.103579686
16,0.131213264
16,0.125271721
16,0.117243639
15,0.115573466
15.71428571,0.108628376
16,0.112420913
16,0.109248449
16,0.08913009
16,0.099152738
16,0.115560146
16,0.094122591
16,0.100709348
16,0.082058974
16,0.072085761
16,0.097466155
16,0.093716972
16,0.092750587
16,0.096574354
15.28571429,0.0966771
16,0.093724313
16,0.096516877
16,0.076775149
16,0.09050647
16,0.090164878
16,0.101331182
16,0.107200054
16,0.111784777
16,0.111885453
15.14285714,0.1038335
16,0.105772617
16,0.113803685
16,0.12048612
16,0.114138328
16,0.107416853
16,0.095036762
15.71428571,0.160127508
16,0.127934014
15.14285714,0.097135721
16,0.078118502
16,0.111467631
15.71428571,0.137694604
15.71428571,0.115110846
14.33333333,0.129987876
16,0.100621134
16,0.141843704
16,0.130125884
16,0.124700007
16,0.147884639
16,0.135117862
16,0.116082006
16,0.112049425
16,0.119510912
16,0.121983097
16,0.104797441
16,0.099984194
16,0.105285329
16,0.097640673
16,0.108309046
16,0.102336206
16,0.09038472
16,0.103065386
16,0.105105087
16,0.090379056
16,0.096001768
16,0.090589172
16,0.066710024
16,0.087867263
16,0.097954703
16,0.092155339
16,0.095856394
16,0.101880899
16,0.099309799
16,0.097801659
16,0.080327681
16,0.101332566
16,0.095273594
16,0.103497856
16,0.106315216
16,0.115179091
16,0.122028738
16,0.114499828
16,0.107283882
16,0.112653492
16,0.136113924
16,0.129696989
16,0.112744644
16,0.094072319
16,0.166390637
16,0.142351511
15.57142857,0.123630931
16,0.092751016
15.28571429,0.118546423
15.28571429,0.179521093
14.28571429,0.144531154
16,0.137850117
13.14285714,0.11310402
16,0.138147022
14,0.125893889
16,0.124516723
16,0.138420888
15.14285714,0.127861576
15.71428571,0.108032401
16,0.107935555
16,0.10973577
16,0.104787348
16,0.110939987
16,0.106858993
16,0.112036287
16,0.085864723
16,0.124747526
16,0.113621384
16,0.095896896
16,0.100641788
16,0.114105819
16,0.099844069
16,0.082960938
16,0.092948552
16,0.072379118
16,0.101986456
16,0.100845181
16,0.086858905
16,0.096760224
16,0.100478341
16,0.089766392
16,0.09027157
16,0.086147323
16,0.081831805
16,0.091133447
16,0.093684758
16,0.090272617
16,0.101345673
16,0.093747648
16,0.099121564
16,0.097142988
16,0.093004801
16,0.115999878
16,0.112889194
16,0.103081171
16,0.087887357
16,0.134023899
16,0.122802135
16,0.118052064
16,0.084377209
16,0.090947799
16,0.136917964
15.28571429,0.12549996
16,0.115038601
16,0.112227931
16,0.092376323
16,0.099705733
16,0.10744725
14.5,0.110626586
16,0.115359415
15.57142857,0.103461593
16,0.094539981
16,0.086291953
16,0.09825298
16,0.107584542
16,0.091538257
16,0.090024889
16,0.097673036
16,0.097208662
16,0.088959178
16,0.096660627
16,0.077202856
16,0.084609711
16,0.093315123
16,0.077947036
15.6,0.077403156
16,0.063939358
16,0.080695931
16,0.084629169
16,0.074234449
16,0.076211003
16,0.082055578
16,0.079866852
16,0.07417192
16,0.076945234
16,0.067268741
16,0.083157914
16,0.082411626
16,0.080269059
16,0.083643467
16,0.087332359
16,0.092913979
16,0.088500425
16,0.084957971
16,0.092334854
16,0.090718523
16,0.092882137
16,0.070767466
16,0.112134731
14.42857143,0.103183082
16,0.10045573
16,0.072047075
16,0.309092606
16,0.382715529
16,0.325869931
16,0.340388913
15.28571429,0.254270776
16,0.332566734
16,0.323828049
16,0.325077733
16,0.33194489
15.14285714,0.346453218
15.71428571,0.283815896
16,0.282559355
16,0.262398072
16,0.293100998
16,0.301320127
16,0.273075879
15,0.266530274
15.71428571,0.261013234
16,0.269990518
16,0.260196594
16,0.19814438
16,0.245662918
16,0.275355369
16,0.246254166
16,0.262506173
16,0.22904281
16,0.174540336
16,0.266601674
16,0.265045391
16,0.255952751
16,0.263729443
15.28571429,0.266390166
16,0.261341699
16,0.268981581
16,0.217899338
16,0.245619639
16,0.225834593
16,0.279532758
16,0.282393871
16,0.288388444
16,0.30445498
15.14285714,0.269918258
16,0.276185861
16,0.305127123
16,0.317039652
16,0.303209489
16,0.27355948
16,0.224095249
15.71428571,0.385265443
16,0.315738677
15.14285714,0.226684661
16,0.176466908
16,0.253433095
15.71428571,0.323022545
15.71428571,0.282640913
14.33333333,0.324632219
16,0.240714504
16,0.323453064
16,0.308058205
16,0.288339591
16,0.347799514
16,0.299421557
16,0.268954463
16,0.256662319
16,0.272525485
16,0.273776084
16,0.250552428
16,0.214658398
16,0.251914341
16,0.208319537
16,0.246303673
16,0.230723725
16,0.190048806
16,0.22798535
16,0.233038763
16,0.200846458
16,0.214081202
16,0.204613359
16,0.153519609
16,0.224193434
16,0.243801097
16,0.226444074
16,0.233706004
16,0.232152749
16,0.227377447
16,0.221799562
16,0.181534783
16,0.218009529
16,0.216618505
16,0.231395135
16,0.236643953
16,0.245422187
16,0.249239082
16,0.246877237
16,0.241678656
16,0.237881104
16,0.277289966
16,0.275212129
16,0.229153416
16,0.178313984
16,0.332074159
16,0.289666752
15.57142857,0.238522929
16,0.175369808
15.28571429,0.218547716
15.28571429,0.329939343
14.28571429,0.281654637
16,0.284169715
13.14285714,0.214436281
16,0.289750957
14,0.269983643
16,0.275810733
16,0.294669716
15.14285714,0.28232852
15.71428571,0.22106249
16,0.235677761
16,0.224537217
16,0.205184521
16,0.240654056
16,0.211597765
16,0.23365168
16,0.188822499
16,0.263000597
16,0.250374263
16,0.185062832
16,0.20781146
16,0.222984485
16,0.206311317
16,0.173677969
16,0.19142437
16,0.141063296
16,0.210559418
16,0.204266235
16,0.199564466
16,0.211019248
16,0.213059114
16,0.201893288
16,0.205878604
16,0.200770528
16,0.171509188
16,0.183053757
16,0.19753295
16,0.193346583
16,0.221006859
16,0.212295169
16,0.217326919
16,0.213320276
16,0.194975917
16,0.239725108
16,0.237162449
16,0.198684229
16,0.150425349
16,0.260845022
16,0.253057236
16,0.227497169
16,0.155594478
16,0.172735315
16,0.29846909
15.28571429,0.259778615
16,0.246125457
16,0.263562616
16,0.192711754
16,0.228042825
16,0.248671855
14.5,0.246183838
16,0.253974208
15.57142857,0.249083768
16,0.218696734
16,0.202647746
16,0.226778022
16,0.258640581
16,0.217999891
16,0.206368414
16,0.22706241
16,0.225165906
16,0.221947306
16,0.218419286
16,0.17388369
16,0.19890461
16,0.197673871
16,0.156278962
15.6,0.173483723
16,0.129689955
16,0.16362884
16,0.190939031
16,0.183323819
16,0.184003724
16,0.195263513
16,0.191492551
16,0.185203165
16,0.192689616
16,0.177779108
16,0.193774584
16,0.214255995
16,0.200738673
16,0.207629378
16,0.216330321
16,0.221801682
16,0.202028049
16,0.20372591
16,0.227886988
16,0.20455614
16,0.199051067
16,0.150375054
16,0.255943491
14.42857143,0.233592956
16,0.199657316
16,0.141631238
16,0
16,0
16,0
16,0
15.28571429,0
16,0
16,0
16,0
16,0
15.14285714,0
15.71428571,0
16,0
16,0
16,0
16,0
16,0
15,0
15.71428571,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
15.28571429,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
15.14285714,0
16,0
16,0
16,0
16,0
16,0
16,0
15.71428571,0
16,0
15.14285714,0
16,0
16,0
15.71428571,0
15.71428571,0
14.33333333,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
15.57142857,0
16,0
15.28571429,0
15.28571429,0
14.28571429,0
16,0
13.14285714,0
16,0
14,0
16,0
16,0
15.14285714,0
15.71428571,0.001086948
16,9.25E-05
16,0
16,0.004972807
16,0.003509385
16,0.00480029
16,0.003930589
16,0.007617096
16,0.008957255
16,0.006314148
16,0.007098771
16,0.011557176
16,0.009036232
16,0.006802324
16,0.009269309
16,0.009853804
16,0.01096544
16,0.008094611
16,0.014759101
16,0.009950077
16,0.011506925
16,0.013377172
16,0.017867726
16,0.019304876
16,0.014833061
16,0.021826514
16,0.030410368
16,0.02717153
16,0.021897713
16,0.034078868
16,0.036170428
16,0.034419081
16,0.049138017
16,0.044237616
16,0.041371593
16,0.049227392
16,0.05165305
16,0.06404099
16,0.036958644
16,0.050003104
16,0.054064303
16,0.071898039
16,0.046650569
16,0.035594365
15.28571429,0.048375506
16,0.059631305
16,0.065234747
16,0.057773958
16,0.068124471
16,0.05027877
14.5,0.049231978
16,0.051036798
15.57142857,0.045482702
16,0.041774759
16,0.039352109
16,0.052692439
16,0.043848544
16,0.039840831
16,0.049349867
16,0.050435039
16,0.048399369
16,0.035582805
16,0.040492703
16,0.042448479
16,0.038065081
16,0.035066052
16,0.049819247
15.6,0.046552985
16,0.050071476
16,0.049486656
16,0.043906599
16,0.037762426
16,0.040814348
16,0.043855667
16,0.038863176
16,0.037991666
16,0.037645801
16,0.035994726
16,0.035015154
16,0.041653162
16,0.035159593
16,0.044785969
16,0.028262214
16,0.029385278
16,0.044363698
16,0.040371232
16,0.048456641
16,0.037209281
16,0.037278892
16,0.04482469
16,0.032049235
14.42857143,0.036067394
16,0.037542376
16,0.049249254
16,0
16,0
16,0
16,0
15.28571429,0
16,0
16,0
16,0
16,0
15.14285714,0
15.71428571,0
16,0
16,0
16,0
16,0
16,0
15,0
15.71428571,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
15.28571429,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
15.14285714,0
16,0
16,0
16,0
16,0
16,0
16,0
15.71428571,0
16,0
15.14285714,0
16,0
16,0
15.71428571,0
15.71428571,0
14.33333333,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
15.57142857,0
16,0
15.28571429,0
15.28571429,0
14.28571429,0
16,0
13.14285714,0
16,0
14,0
16,0
16,0
15.14285714,0
15.71428571,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0.00004254
16,0.000036497
16,0.000243631
16,0.001320922
16,0.001920828
16,0.00333718
16,0.003942322
16,0.005081696
16,0.005051833
16,0.00701196
16,0.007754122
16,0.008486979
16,0.008846542
16,0.009062304
16,0.013009602
16,0.016278083
16,0.016320262
16,0.021120859
16,0.022821313
16,0.026979124
16,0.033141727
16,0.030434542
16,0.034115735
16,0.039222176
16,0.023278232
16,0.03308567
16,0.045746237
16,0.053984265
16,0.041856565
16,0.045642388
16,0.044554744
15.28571429,0.044501225
16,0.042376715
16,0.038303665
16,0.041667075
16,0.03432898
16,0.035339513
14.5,0.03682957
16,0.032797558
15.57142857,0.035361443
16,0.033697172
16,0.034799438
16,0.031655749
16,0.03384742
16,0.036040042
16,0.038768078
16,0.038970584
16,0.035854731
16,0.034818326
16,0.033119507
16,0.038880595
16,0.032079468
16,0.031432255
16,0.034518734
15.6,0.032283061
16,0.03779377
16,0.026360613
16,0.031652152
16,0.034372067
16,0.02864035
16,0.031487982
16,0.031237399
16,0.032231465
16,0.030693681
16,0.03115537
16,0.027257724
16,0.029311961
16,0.032879825
16,0.029403501
16,0.034137125
16,0.038971792
16,0.034359071
16,0.036106445
16,0.03042632
16,0.028008499
16,0.037638077
16,0.039725247
16,0.034541835
14.42857143,0.035223722
16,0.04048212
16,0.040145583
16,0.129570402
16,0.147368592
16,0.134894222
16,0.122590533
15.28571429,0.13492624
16,0.176590818
16,0.185129472
16,0.157030298
16,0.133627015
15.14285714,0.122034606
15.71428571,0.100076381
16,0.1299626
16,0.155341941
16,0.143616879
16,0.144594681
16,0.162396826
15,0.143095966
15.71428571,0.097698859
16,0.118090179
16,0.131563765
16,0.133917879
16,0.113183445
16,0.10247198
16,0.117524294
16,0.122450542
16,0.102348977
16,0.1360045
16,0.139810913
16,0.132184401
16,0.144606101
16,0.135247912
15.28571429,0.113036172
16,0.122902785
16,0.121554773
16,0.124051207
16,0.153853132
16,0.131128001
16,0.133039049
16,0.140373887
16,0.132736603
16,0.130829812
15.14285714,0.128445112
16,0.120314158
16,0.150816982
16,0.145490706
16,0.135718567
16,0.151084283
16,0.170368938
15.71428571,0.15958467
16,0.131222237
15.14285714,0.143973136
16,0.134250954
16,0.128277884
15.71428571,0.134097348
15.71428571,0.118353219
14.33333333,0.164033657
16,0.150454837
16,0.129291858
16,0.147872075
16,0.130593092
16,0.186098078
16,0.140208678
16,0.14731776
16,0.164760642
16,0.129959129
16,0.129679509
16,0.174433214
16,0.175617696
16,0.132442232
16,0.124320879
16,0.135719568
16,0.124345058
16,0.158432319
16,0.136693868
16,0.145098825
16,0.134374275
16,0.132356536
16,0.144117118
16,0.151896509
16,0.155161404
16,0.149744367
16,0.162121405
16,0.126988638
16,0.159696569
16,0.149747096
16,0.137870922
16,0.151163153
16,0.125110972
16,0.143172633
16,0.139350612
16,0.146386109
16,0.169551639
16,0.158580318
16,0.133055744
16,0.136360928
16,0.151160523
16,0.158579267
16,0.156756357
16,0.155343574
16,0.147359099
16,0.142763068
16,0.130618056
15.57142857,0.128915663
16,0.131713117
15.28571429,0.141406861
15.28571429,0.162148864
14.28571429,0.126831192
16,0.152078465
13.14285714,0.152503918
16,0.156480356
14,0.189394188
16,0.162716581
16,0.157779976
15.14285714,0.183057926
15.71428571,0.1555822
16,0.177285369
16,0.16341306
16,0.162600487
16,0.181662238
16,0.14935981
16,0.154681094
16,0.13885702
16,0.132169997
16,0.13682145
16,0.151289375
16,0.140972754
16,0.153233811
16,0.135290352
16,0.146855162
16,0.158597214
16,0.178210476
16,0.134244412
16,0.151885057
16,0.163240048
16,0.151544432
16,0.17079053
16,0.161688439
16,0.152074714
16,0.157118363
16,0.165558027
16,0.147235229
16,0.16034851
16,0.162646225
16,0.161929934
16,0.150678965
16,0.166763751
16,0.180215265
16,0.172243632
16,0.152621963
16,0.138444883
16,0.15568798
16,0.148128939
16,0.158757728
16,0.165951565
16,0.16421464
16,0.160049906
16,0.125116355
16,0.165126391
15.28571429,0.168583842
16,0.190331023
16,0.174532666
16,0.151696138
16,0.184895212
16,0.169440501
14.5,0.150612599
16,0.154258436
15.57142857,0.153367463
16,0.136943532
16,0.120563503
16,0.145577743
16,0.103385958
16,0.083084402
16,0.068203109
16,0.032182148
16,0.019133228
16,0.018989347
16,0.013303247
16,0.007150842
16,0.005695557
16,0.003907153
16,0.002616391
15.6,0.003509417
16,0.00282775
16,0.00172461
16,0.000781913
16,0.001150213
16,0.000659253
16,0.001534538
16,0.000755143
16,0.00058976
16,0.000439906
16,7.17E-05
16,0
16,0.000915017
16,0.000274133
16,0.000446616
16,0.000280367
16,9.81E-05
16,0.000374179
16,0
16,0.000286644
16,0.000188127
16,0.000190703
16,0
16,0
14.42857143,0
16,0
16,0
16,0.845040233
16,0.881081466
16,0.738632999
16,0.738707944
15.28571429,0.857398993
16,1.064612679
16,0.881072499
16,0.859429693
16,0.70837153
15.14285714,0.68964271
15.71428571,0.631016171
16,0.738820054
16,0.836403566
16,0.780131417
16,0.598467078
16,0.710435102
15,0.627002832
15.71428571,0.525684604
16,0.671487503
16,0.598572677
16,0.676362196
16,0.697707861
16,0.559105565
16,0.637461163
16,0.615386276
16,0.55919076
16,0.799228904
16,0.726284604
16,0.672194386
16,0.76797016
16,0.730148028
15.28571429,0.587630034
16,0.689211995
16,0.693590367
16,0.642299774
16,0.813264177
16,0.717461339
16,0.649677805
16,0.737323873
16,0.65760984
16,0.689916673
15.14285714,0.729578032
16,0.670774964
16,0.953197646
16,0.817600228
16,0.714410534
16,0.916403935
16,1.143253197
15.71428571,0.881963857
16,0.778593534
15.14285714,1.009996027
16,0.956351197
16,0.781114265
15.71428571,0.833515735
15.71428571,0.684532544
14.33333333,0.855722518
16,0.962830202
16,0.838056569
16,0.81931744
16,0.742891102
16,1.010603608
16,0.741379114
16,0.760724822
16,0.826291279
16,0.69720117
16,0.659881166
16,0.711958152
16,0.882213054
16,0.753991442
16,0.641382779
16,0.760995255
16,0.648184658
16,0.840736032
16,0.924726784
16,0.826352072
16,0.721602484
16,0.70651951
16,0.730746379
16,0.896957329
16,0.843436288
16,0.79131946
16,0.765132443
16,0.610718842
16,0.789037074
16,0.671612708
16,0.69202225
16,0.762144546
16,0.703568237
16,0.729378482
16,0.770559484
16,0.759580442
16,0.826128231
16,0.829547475
16,0.636467417
16,0.687952499
16,0.813373889
16,0.884606228
16,0.751805306
16,0.857960486
16,1.060129521
16,0.874624776
16,0.85605639
15.57142857,0.995115304
16,1.089133732
15.28571429,1.040374687
15.28571429,0.922751601
14.28571429,0.73567086
16,0.79983177
13.14285714,0.95404735
16,1.000295159
14,0.976892913
16,0.850218134
16,0.867437925
15.14285714,0.809253572
15.71428571,0.815991019
16,0.835007312
16,0.811304351
16,0.920807903
16,0.889368556
16,0.638406852
16,0.744611238
16,0.943721619
16,0.686992555
16,0.73051402
16,0.888544879
16,0.822428579
16,0.780574988
16,0.689034789
16,0.706482285
16,0.76610294
16,1.144667264
16,0.795146869
16,0.926129518
16,0.827856364
16,0.82464424
16,0.960638314
16,0.84903845
16,0.73050219
16,0.76546426
16,0.87839289
16,0.853310619
16,0.739745371
16,0.730265471
16,0.854325632
16,0.835101312
16,0.952866759
16,1.069240722
16,0.984966139
16,0.715902727
16,0.682304321
16,0.854248317
16,1.092031198
16,0.722554611
16,1.103058891
16,1.147734656
16,1.351691758
16,1.01790858
16,0.894212559
15.28571429,0.903849721
16,1.055838346
16,0.969927214
16,1.168553861
16,1.208631354
16,0.815881615
14.5,0.891599507
16,0.939316365
15.57142857,0.930924197
16,0.790173507
16,0.837645258
16,1.097586158
16,0.894412545
16,0.690994327
16,1.145607246
16,0.891370068
16,0.892150928
16,0.706843192
16,0.866832971
16,0.830017438
16,0.869873469
16,0.723843401
16,1.224140168
15.6,1.201904443
16,1.551796292
16,1.358864634
16,1.175362713
16,1.039215128
16,1.416967553
16,1.398619198
16,1.141950564
16,1.034979508
16,1.12798931
16,1.162975343
16,1.131960923
16,0.982356595
16,0.98814746
16,1.099557483
16,0.778391112
16,0.800078175
16,0.955046057
16,0.895567682
16,1.055370116
16,0.866730136
16,0.890567571
16,1.129481904
16,0.680948985
14.42857143,1.071840565
16,1.306184958
16,1.585412648
16,0
16,0
16,0
16,0
15.28571429,0
16,0
16,0
16,0
16,0
15.14285714,0
15.71428571,0
16,0
16,0
16,0
16,0
16,0
15,0
15.71428571,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
15.28571429,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
15.14285714,0
16,0
16,0
16,0
16,0
16,0
16,0
15.71428571,0
16,0
15.14285714,0
16,0
16,0
15.71428571,0
15.71428571,0
14.33333333,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
