 Average of Dew PointC ,Unit Sales
6,
9.333333333,
9.142857143,
3.857142857,
9.857142857,
12,
9,
11.14285714,
11.71428571,
12.83333333,
12.28571429,5
11.57142857,68
12.14285714,214
11.71428571,279
11,431
10.28571429,511
11.85714286,755
12.28571429,945
10,905
11.42857143,1529
9.285714286,1645
13,2011
15.28571429,1601
13.71428571,1879
14.42857143,2201
14.42857143,2224
16.42857143,2484
17,2117
17.42857143,4730
16.85714286,1983
17,2072
17.6,2545
17.42857143,2227
17.14285714,2073
17.14285714,2032
16.57142857,2038
19,3124
17.57142857,2322
18,2636
16.71428571,2207
16,2159
17.85714286,1880
16,1568
16.42857143,1668
15.16666667,1874
9,2275
13.57142857,1799
10.57142857,1455
9.142857143,1711
15,2857
12.85714286,1040
10.28571429,1234
8.571428571,1458
4.75,2199
8.285714286,2177
10.42857143,1012
8.571428571,1135
10.71428571,1017
12.71428571,1621
8.285714286,1220
12.42857143,1251
10.57142857,1101
7.285714286,989
11.57142857,1234
12.71428571,1656
13.14285714,1590
13.66666667,1727
11,2198
11,1848
12,1671
11.8,1577
11,2293
12.28571429,1439
12,1411
13.28571429,2075
14,1680
16.14285714,1888
16.85714286,1932
16.42857143,2209
17.66666667,1950
15.85714286,4308
16.85714286,1884
19.28571429,2021
18.16666667,1957
17.57142857,2104
16.71428571,1716
17.42857143,1881
18.85714286,1811
18.5,1901
18,2585
18.28571429,2052
19.14285714,1585
18,1430
16.57142857,1426
19.14285714,1521
17,1402
14.85714286,1432
9,1839
8.285714286,1256
7.142857143,1523
6,1646
3,2582
10.28571429,1090
6.285714286,1216
8.285714286,1159
3.4,2052
10,2396
11,935
13.14285714,1110
8,1097
13,1078
6.571428571,1676
11.71428571,1431
10,1144
14,1299
11,1394
12.85714286,1083
11,1382
10.8,1702
13.85714286,1755
10.71428571,1566
11.85714286,1987
10.85714286,1746
12.57142857,1552
13.28571429,1757
12.85714286,1632
12.42857143,1643
13.33333333,2407
14.85714286,1948
14,2035
16.14285714,1897
18.6,1874
15.85714286,3201
16.85714286,2547
16.85714286,1539
18.71428571,2179
18,1885
17.14285714,2043
16.85714286,1806
16.71428571,1603
18.25,1322
16.71428571,2017
15.85714286,1558
17,1208
15,1355
14.28571429,1291
15.57142857,1204
14.57142857,1238
16.57142857,1281
16.5,1286
10.71428571,1066
11.14285714,901
10.71428571,818
9.75,1571
11.85714286,531
12.28571429,595
6.428571429,706
6.428571429,1365
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,
13.14285714,
13.85714286,
13.42857143,
14.5,
14,
14.42857143,
14.57142857,
16.42857143,
17,
17.28571429,
15.85714286,
16.42857143,
14.25,
14.14285714,
15.85714286,
15.57142857,
16.85714286,
18.28571429,
16.42857143,
16.28571429,
12.57142857,
14.5,
12.71428571,
11.57142857,
13.57142857,
11.8,
11.57142857,
12.85714286,
12,
9.714285714,
6.857142857,
4.428571429,
8.571428571,
6,
9.333333333,
9.142857143,
3.857142857,
9.857142857,
12,
9,
11.14285714,
11.71428571,
12.83333333,
12.28571429,
11.57142857,
12.14285714,
11.71428571,
11,
10.28571429,
11.85714286,
12.28571429,
10,
11.42857143,
9.285714286,
13,
15.28571429,
13.71428571,
14.42857143,
14.42857143,
16.42857143,
17,
17.42857143,
16.85714286,
17,
17.6,
17.42857143,266
17.14285714,938
17.14285714,1444
16.57142857,1637
19,2596
17.57142857,2588
18,2724
16.71428571,2658
16,2468
17.85714286,2671
16,2794
16.42857143,2870
15.16666667,3749
9,4364
13.57142857,3526
10.57142857,3135
9.142857143,3245
15,4540
12.85714286,2532
10.28571429,2704
8.571428571,2812
4.75,3590
8.285714286,3881
10.42857143,2151
8.571428571,2394
10.71428571,2719
12.71428571,3220
8.285714286,2730
12.42857143,2855
10.57142857,2473
7.285714286,2391
11.57142857,2462
12.71428571,2903
13.14285714,2928
13.66666667,2778
11,3028
11,2826
12,2821
11.8,2536
11,2959
12.28571429,2033
12,2333
13.28571429,2951
14,2687
16.14285714,2454
16.85714286,2876
16.42857143,2959
17.66666667,2747
15.85714286,4158
16.85714286,2502
19.28571429,2560
18.16666667,2582
17.57142857,2611
16.71428571,2574
17.42857143,2653
18.85714286,2372
18.5,2593
18,3262
18.28571429,2756
19.14285714,2169
18,2467
16.57142857,2436
19.14285714,2378
17,2144
14.85714286,2413
9,3145
8.285714286,2097
7.142857143,2159
6,2493
3,2666
10.28571429,1796
6.285714286,1762
8.285714286,1955
3.4,2211
10,2396
11,1330
13.14285714,1453
8,1487
13,1462
6.571428571,1964
11.71428571,1937
10,1575
14,1749
11,1753
12.85714286,1676
11,1852
10.8,2071
13.85714286,2045
10.71428571,1707
11.85714286,1951
10.85714286,2087
12.57142857,1973
13.28571429,1785
12.85714286,1925
12.42857143,2022
13.33333333,2487
14.85714286,2362
14,2159
16.14285714,2265
18.6,2184
15.85714286,3063
16.85714286,2557
16.85714286,2091
18.71428571,2289
18,2208
17.14285714,2185
16.85714286,2158
16.71428571,2159
18.25,1899
16.71428571,2353
15.85714286,2061
17,2072
15,1853
14.28571429,1853
15.57142857,1896
14.57142857,1825
16.57142857,1898
16.5,1945
10.71428571,1822
11.14285714,1782
10.71428571,1868
9.75,2303
11.85714286,1331
12.28571429,1344
6.428571429,1418
6.428571429,1880
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,
13.14285714,
13.85714286,
13.42857143,
14.5,
14,
14.42857143,
14.57142857,
16.42857143,
17,
17.28571429,
15.85714286,
16.42857143,
14.25,
14.14285714,
15.85714286,
15.57142857,
16.85714286,
18.28571429,
16.42857143,
16.28571429,
12.57142857,
14.5,
12.71428571,
11.57142857,
13.57142857,
11.8,
11.57142857,
12.85714286,
12,
9.714285714,
6.857142857,
4.428571429,
8.571428571,
6,
9.333333333,
9.142857143,
3.857142857,
9.857142857,
12,
9,
11.14285714,
11.71428571,
12.83333333,
12.28571429,
11.57142857,
12.14285714,
11.71428571,
11,
10.28571429,
11.85714286,
12.28571429,
10,
11.42857143,
9.285714286,
13,
15.28571429,
13.71428571,
14.42857143,
14.42857143,
16.42857143,
17,
17.42857143,
16.85714286,
17,
17.6,
17.42857143,
17.14285714,
17.14285714,
16.57142857,
19,
17.57142857,
18,
16.71428571,
16,
17.85714286,
16,
16.42857143,
15.16666667,
9,
13.57142857,
10.57142857,
9.142857143,
15,
12.85714286,
10.28571429,
8.571428571,
4.75,
8.285714286,
10.42857143,
8.571428571,
10.71428571,
12.71428571,
8.285714286,
12.42857143,
10.57142857,
7.285714286,
11.57142857,
12.71428571,
13.14285714,
13.66666667,
11,
11,
12,
11.8,
11,
12.28571429,
12,
13.28571429,
14,
16.14285714,
16.85714286,
16.42857143,
17.66666667,
15.85714286,
16.85714286,
19.28571429,
18.16666667,
17.57142857,
16.71428571,
17.42857143,
18.85714286,
18.5,
18,
18.28571429,
19.14285714,
18,
16.57142857,14
19.14285714,102
17,151
14.85714286,264
9,477
8.285714286,458
7.142857143,382
6,472
3,734
10.28571429,644
6.285714286,765
8.285714286,648
3.4,870
10,1059
11,673
13.14285714,705
8,702
13,801
6.571428571,1022
11.71428571,1042
10,837
14,973
11,963
12.85714286,816
11,837
10.8,898
13.85714286,700
10.71428571,753
11.85714286,1042
10.85714286,1057
12.57142857,1096
13.28571429,1033
12.85714286,1102
12.42857143,1009
13.33333333,1459
14.85714286,1353
14,1208
16.14285714,1254
18.6,1098
15.85714286,1658
16.85714286,1282
16.85714286,1116
18.71428571,1227
18,1270
17.14285714,1199
16.85714286,1216
16.71428571,1132
18.25,1063
16.71428571,1345
15.85714286,1166
17,1011
15,983
14.28571429,965
15.57142857,1020
14.57142857,951
16.57142857,944
16.5,1040
10.71428571,923
11.14285714,882
10.71428571,848
9.75,1007
11.85714286,713
12.28571429,737
6.428571429,706
6.428571429,913
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,
13.14285714,
13.85714286,
13.42857143,
14.5,
14,
14.42857143,
14.57142857,
16.42857143,
17,
17.28571429,
15.85714286,
16.42857143,
14.25,
14.14285714,
15.85714286,
15.57142857,
16.85714286,
18.28571429,
16.42857143,
16.28571429,
12.57142857,
14.5,
12.71428571,
11.57142857,
13.57142857,
11.8,
11.57142857,
12.85714286,
12,
9.714285714,
6.857142857,
4.428571429,
8.571428571,
6,
9.333333333,
9.142857143,
3.857142857,
9.857142857,
12,
9,
11.14285714,
11.71428571,
12.83333333,
12.28571429,
11.57142857,
12.14285714,
11.71428571,
11,
10.28571429,
11.85714286,
12.28571429,
10,
11.42857143,
9.285714286,
13,
15.28571429,
13.71428571,
14.42857143,
14.42857143,
16.42857143,
17,
17.42857143,
16.85714286,
17,
17.6,
17.42857143,
17.14285714,
17.14285714,
16.57142857,
19,
17.57142857,
18,
16.71428571,
16,
17.85714286,
16,
16.42857143,
15.16666667,
9,
13.57142857,
10.57142857,
9.142857143,
15,
12.85714286,
10.28571429,
8.571428571,
4.75,
8.285714286,
10.42857143,
8.571428571,
10.71428571,
12.71428571,
8.285714286,
12.42857143,
10.57142857,
7.285714286,
11.57142857,30
12.71428571,143
13.14285714,397
13.66666667,586
11,672
11,712
12,751
11.8,903
11,1386
12.28571429,1086
12,1263
13.28571429,1549
14,1596
16.14285714,1318
16.85714286,1504
16.42857143,1376
17.66666667,1319
15.85714286,2309
16.85714286,1390
19.28571429,1379
18.16666667,1455
17.57142857,1717
16.71428571,1358
17.42857143,1533
18.85714286,1313
18.5,1439
18,1622
18.28571429,1544
19.14285714,1289
18,1349
16.57142857,1137
19.14285714,1178
17,1056
14.85714286,1119
9,1442
8.285714286,1120
7.142857143,1065
6,1144
3,1521
10.28571429,981
6.285714286,955
8.285714286,1020
3.4,1147
10,1324
11,712
13.14285714,783
8,843
13,720
6.571428571,1081
11.71428571,1049
10,867
14,837
11,1005
12.85714286,884
11,1064
10.8,1031
13.85714286,995
10.71428571,934
11.85714286,1023
10.85714286,1046
12.57142857,955
13.28571429,833
12.85714286,948
12.42857143,929
13.33333333,1259
14.85714286,1204
14,1157
16.14285714,1313
18.6,1263
15.85714286,1678
16.85714286,1162
16.85714286,987
18.71428571,1061
18,979
17.14285714,1062
16.85714286,1158
16.71428571,1087
18.25,1012
16.71428571,1350
15.85714286,1010
17,1001
15,972
14.28571429,991
15.57142857,948
14.57142857,843
16.57142857,997
16.5,915
10.71428571,812
11.14285714,917
10.71428571,837
9.75,870
11.85714286,585
12.28571429,732
6.428571429,634
6.428571429,852
5,740
0.285714286,707
7.285714286,773
6.2,722
8.571428571,719
6.142857143,882
7.142857143,992
6.4,968
10.28571429,899
10.85714286,786
11.14285714,825
11.85714286,1495
14,1278
9.571428571,981
7.714285714,961
12,1099
12.66666667,995
13.14285714,912
13.85714286,849
13.42857143,869
14.5,825
14,934
14.42857143,1252
14.57142857,996
16.42857143,1090
17,1282
17.28571429,1460
15.85714286,965
16.42857143,1024
14.25,1424
14.14285714,1144
15.85714286,787
15.57142857,847
16.85714286,911
18.28571429,1070
16.42857143,973
16.28571429,1064
12.57142857,1126
14.5,1142
12.71428571,1134
11.57142857,1043
13.57142857,957
11.8,972
11.57142857,1116
12.85714286,1214
12,1553
9.714285714,1071
6.857142857,1416
4.428571429,964
8.571428571,1098
6,1449
9.333333333,2115
9.142857143,1127
3.857142857,1485
9.857142857,998
12,927
9,1171
11.14285714,1100
11.71428571,1218
12.83333333,1273
12.28571429,1086
11.57142857,921
12.14285714,1035
11.71428571,1049
11,1173
10.28571429,808
11.85714286,952
12.28571429,1085
10,980
11.42857143,845
9.285714286,1108
13,809
15.28571429,1359
13.71428571,1385
14.42857143,1395
14.42857143,970
16.42857143,926
17,942
17.42857143,1263
16.85714286,1120
17,1130
17.6,1330
17.42857143,853
17.14285714,990
17.14285714,1015
16.57142857,1006
19,971
17.57142857,1184
18,1012
16.71428571,977
16,950
17.85714286,1365
16,946
16.42857143,994
15.16666667,883
9,821
13.57142857,934
10.57142857,1014
9.142857143,850
15,1331
12.85714286,911
10.28571429,759
8.571428571,917
4.75,1053
8.285714286,1277
10.42857143,1491
8.571428571,1048
10.71428571,1377
12.71428571,1139
8.285714286,883
12.42857143,1229
10.57142857,1178
7.285714286,1163
11.57142857,1157
12.71428571,1288
13.14285714,1089
13.66666667,1038
11,959
11,962
12,1015
11.8,1038
11,1024
12.28571429,698
12,805
13.28571429,1003
14,746
16.14285714,862
16.85714286,922
16.42857143,954
17.66666667,1075
15.85714286,1133
16.85714286,1701
19.28571429,1647
18.16666667,1484
17.57142857,1389
16.71428571,1321
17.42857143,1459
18.85714286,1383
18.5,1475
18,1453
18.28571429,2020
19.14285714,1374
18,1501
16.57142857,1715
19.14285714,1609
17,1712
14.85714286,1945
9,2003
8.285714286,1583
7.142857143,1431
6,1062
3,1610
10.28571429,2257
6.285714286,1186
8.285714286,1554
3.4,1635
10,1562
11,1284
13.14285714,1325
8,1564
13,1177
6.571428571,1409
11.71428571,935
10,1534
14,924
11,1277
12.85714286,1040
11,938
10.8,1081
13.85714286,951
10.71428571,1053
11.85714286,1309
10.85714286,1217
12.57142857,1503
13.28571429,1127
12.85714286,943
12.42857143,793
13.33333333,1084
14.85714286,1217
14,1261
16.14285714,1174
18.6,1190
15.85714286,1303
16.85714286,1289
16.85714286,997
18.71428571,1113
18,1263
17.14285714,1491
16.85714286,1096
16.71428571,1102
18.25,1061
16.71428571,1229
15.85714286,939
17,968
15,1661
14.28571429,893
15.57142857,987
14.57142857,1275
16.57142857,1227
16.5,835
10.71428571,959
11.14285714,851
10.71428571,750
9.75,1131
11.85714286,1218
12.28571429,1174
6.428571429,615
6.428571429,774
5,3033
0.285714286,2256
7.285714286,3017
6.2,2437
8.571428571,2589
6.142857143,2320
7.142857143,2906
6.4,3227
10.28571429,3753
10.85714286,4587
11.14285714,4279
11.85714286,4197
14,2770
9.571428571,4379
7.714285714,3833
12,3729
12.66666667,3878
13.14285714,3040
13.85714286,4528
13.42857143,4290
14.5,5363
14,5746
14.42857143,3223
14.57142857,3633
16.42857143,4491
17,4747
17.28571429,4888
15.85714286,4391
16.42857143,3642
14.25,3918
14.14285714,3187
15.85714286,3244
15.57142857,3175
16.85714286,4072
18.28571429,4412
16.42857143,5506
16.28571429,4040
12.57142857,3643
14.5,2732
12.71428571,2794
11.57142857,3282
13.57142857,3453
11.8,3974
11.57142857,3492
12.85714286,3888
12,2946
9.714285714,2504
6.857142857,3889
4.428571429,2364
8.571428571,1881
6,2915
9.333333333,4659
9.142857143,4335
3.857142857,1804
9.857142857,2872
12,2382
9,868
11.14285714,1070
11.71428571,3194
12.83333333,2410
12.28571429,2606
11.57142857,2608
12.14285714,3208
11.71428571,3992
11,3658
10.28571429,3856
11.85714286,3431
12.28571429,3256
10,3691
11.42857143,4448
9.285714286,5815
13,5159
15.28571429,4485
13.71428571,4806
14.42857143,5504
14.42857143,4610
16.42857143,5386
17,3898
17.42857143,4425
16.85714286,3811
17,4303
17.6,4233
17.42857143,3333
17.14285714,2463
17.14285714,3110
16.57142857,3842
19,1907
17.57142857,1234
18,1211
16.71428571,2281
16,3031
17.85714286,3247
16,2459
16.42857143,2177
15.16666667,2502
9,2256
13.57142857,2824
10.57142857,3021
9.142857143,3440
15,3789
12.85714286,2607
10.28571429,2630
8.571428571,2290
4.75,4737
8.285714286,2699
10.42857143,2780
8.571428571,2471
10.71428571,3182
12.71428571,3603
8.285714286,2679
12.42857143,3588
10.57142857,3547
7.285714286,2761
11.57142857,3507
12.71428571,3346
13.14285714,3867
13.66666667,3527
11,3000
11,2633
12,1077
11.8,2534
11,3437
12.28571429,2691
12,2664
13.28571429,3356
14,3676
16.14285714,4340
16.85714286,2946
16.42857143,4778
17.66666667,3950
15.85714286,3744
16.85714286,3754
19.28571429,4374
18.16666667,3524
17.57142857,6568
16.71428571,4350
17.42857143,4525
18.85714286,4671
18.5,4761
18,4005
18.28571429,4817
19.14285714,4187
18,5493
16.57142857,5062
19.14285714,6207
17,3629
14.85714286,3127
9,3423
8.285714286,1832
7.142857143,2711
6,2583
3,3447
10.28571429,3255
6.285714286,2043
8.285714286,2506
3.4,3165
10,4438
11,2034
13.14285714,1993
8,2609
13,3543
6.571428571,1595
11.71428571,2863
10,2714
14,2294
11,4604
12.85714286,3410
11,2668
10.8,2590
13.85714286,2751
10.71428571,3024
11.85714286,4722
10.85714286,3573
12.57142857,5910
13.28571429,4217
12.85714286,5557
12.42857143,3085
13.33333333,3875
14.85714286,4919
14,3382
16.14285714,3064
18.6,3692
15.85714286,2400
16.85714286,4356
16.85714286,3607
18.71428571,1611
18,1326
17.14285714,817
16.85714286,1162
16.71428571,1019
18.25,2172
16.71428571,1295
15.85714286,2394
17,3670
15,2612
14.28571429,2500
15.57142857,1474
14.57142857,753
16.57142857,2712
16.5,4536
10.71428571,3783
11.14285714,2422
10.71428571,1958
9.75,3809
11.85714286,2123
12.28571429,1969
6.428571429,2113
6.428571429,2256
5,5845
0.285714286,5863
7.285714286,5985
6.2,6069
8.571428571,6881
6.142857143,6305
7.142857143,5561
6.4,6099
10.28571429,6785
10.85714286,5844
11.14285714,7029
11.85714286,6834
14,6809
9.571428571,6705
7.714285714,6794
12,7259
12.66666667,7346
13.14285714,7513
13.85714286,7698
13.42857143,8147
14.5,9050
14,8706
14.42857143,7798
14.57142857,8004
16.42857143,8080
17,8331
17.28571429,11335
15.85714286,7526
16.42857143,8743
14.25,8506
14.14285714,8071
15.85714286,8259
15.57142857,8476
16.85714286,8291
18.28571429,9580
16.42857143,9152
16.28571429,8641
12.57142857,7739
14.5,7604
12.71428571,7337
11.57142857,7342
13.57142857,7339
11.8,7052
11.57142857,7145
12.85714286,6653
12,6401
9.714285714,6179
6.857142857,7519
4.428571429,5652
8.571428571,5788
6,6796
9.333333333,6918
9.142857143,6046
3.857142857,5687
9.857142857,6268
12,5851
9,6606
11.14285714,5846
11.71428571,5889
12.83333333,5880
12.28571429,5568
11.57142857,6120
12.14285714,6383
11.71428571,6655
11,6221
10.28571429,6580
11.85714286,7424
12.28571429,7676
10,6628
11.42857143,7455
9.285714286,7064
13,8035
15.28571429,8130
13.71428571,8153
14.42857143,7985
14.42857143,7956
16.42857143,7549
17,7535
17.42857143,10861
16.85714286,7809
17,7249
17.6,7966
17.42857143,7588
17.14285714,8394
17.14285714,8140
16.57142857,7305
19,8476
17.57142857,8138
18,8392
16.71428571,7681
16,7131
17.85714286,7894
16,7403
16.42857143,6621
15.16666667,6833
9,6750
13.57142857,6507
10.57142857,6406
9.142857143,6456
15,7884
12.85714286,5378
10.28571429,5329
8.571428571,5779
4.75,6363
8.285714286,6625
10.42857143,5860
8.571428571,5915
10.71428571,5917
12.71428571,7344
8.285714286,6452
12.42857143,6765
10.57142857,5523
7.285714286,5526
11.57142857,5575
12.71428571,6634
13.14285714,6575
13.66666667,6424
11,6935
11,6249
12,6293
11.8,5532
11,7540
12.28571429,5371
12,5452
13.28571429,6745
14,7450
16.14285714,6826
16.85714286,6789
16.42857143,7716
17.66666667,6931
15.85714286,9098
16.85714286,6110
19.28571429,6728
18.16666667,6447
17.57142857,6847
16.71428571,6604
17.42857143,6798
18.85714286,6697
18.5,7518
18,7973
18.28571429,7380
19.14285714,7012
18,7146
16.57142857,6662
19.14285714,7066
17,6602
14.85714286,5969
9,6480
8.285714286,5696
7.142857143,5934
6,5771
3,6772
10.28571429,5080
6.285714286,5088
8.285714286,5164
3.4,5674
10,6028
11,4291
13.14285714,5065
8,5359
13,4827
6.571428571,6197
11.71428571,5860
10,5234
14,5594
11,5259
12.85714286,4777
11,5774
10.8,6146
13.85714286,6379
10.71428571,5820
11.85714286,6077
10.85714286,5817
12.57142857,5343
13.28571429,5341
12.85714286,5517
12.42857143,5594
13.33333333,6697
14.85714286,6709
14,5955
16.14285714,7320
18.6,6535
15.85714286,7677
16.85714286,6544
16.85714286,5981
18.71428571,6605
18,6152
17.14285714,5829
16.85714286,5852
16.71428571,6249
18.25,5867
16.71428571,7008
15.85714286,6278
17,6156
15,5912
14.28571429,6376
15.57142857,6529
14.57142857,6662
16.57142857,5932
16.5,6115
10.71428571,6131
11.14285714,5951
10.71428571,5508
9.75,6276
11.85714286,4832
12.28571429,5069
6.428571429,5074
6.428571429,5408
5,1417
0.285714286,1269
7.285714286,1387
6.2,1415
8.571428571,1388
6.142857143,1332
7.142857143,1498
6.4,1623
10.28571429,1521
10.85714286,2056
11.14285714,2171
11.85714286,2033
14,2195
9.571428571,2423
7.714285714,2292
12,2483
12.66666667,2674
13.14285714,2639
13.85714286,2820
13.42857143,3079
14.5,2758
14,3331
14.42857143,2977
14.57142857,3162
16.42857143,3063
17,3488
17.28571429,4188
15.85714286,3100
16.42857143,3331
14.25,3787
14.14285714,3715
15.85714286,3505
15.57142857,3696
16.85714286,3406
18.28571429,4151
16.42857143,3876
16.28571429,3919
12.57142857,3474
14.5,2897
12.71428571,2521
11.57142857,2458
13.57142857,2298
11.8,1820
11.57142857,2257
12.85714286,2447
12,2401
9.714285714,1944
6.857142857,2305
4.428571429,1739
8.571428571,1890
6,2084
9.333333333,1910
9.142857143,1726
3.857142857,1989
9.857142857,1992
12,1703
9,1956
11.14285714,1577
11.71428571,1963
12.83333333,1841
12.28571429,1696
11.57142857,1988
12.14285714,2005
11.71428571,1996
11,2079
10.28571429,2124
11.85714286,2168
12.28571429,2358
10,1995
11.42857143,2254
9.285714286,1966
13,2554
15.28571429,2532
13.71428571,2508
14.42857143,2472
14.42857143,2383
16.42857143,2534
17,2924
17.42857143,3423
16.85714286,2931
17,2557
17.6,2536
17.42857143,2420
17.14285714,2897
17.14285714,2660
16.57142857,2166
19,2493
17.57142857,2362
18,2618
16.71428571,2206
16,2487
17.85714286,2384
16,2221
16.42857143,2138
15.16666667,1995
9,2090
13.57142857,2227
10.57142857,1806
9.142857143,2009
15,3096
12.85714286,2000
10.28571429,1900
8.571428571,1945
4.75,2010
8.285714286,2087
10.42857143,1715
8.571428571,1801
10.71428571,1704
12.71428571,2172
8.285714286,1955
12.42857143,1928
10.57142857,1680
7.285714286,1655
11.57142857,1938
12.71428571,2175
13.14285714,1815
13.66666667,2102
11,2038
11,1852
12,1883
11.8,1598
11,2241
12.28571429,1721
12,1553
13.28571429,2286
14,2089
16.14285714,2142
16.85714286,2439
16.42857143,2443
17.66666667,2477
15.85714286,2907
16.85714286,2269
19.28571429,2287
18.16666667,1999
17.57142857,2071
16.71428571,2228
17.42857143,2301
18.85714286,2185
18.5,2179
18,2273
18.28571429,2053
19.14285714,2017
18,1905
16.57142857,2106
19.14285714,2363
17,1965
14.85714286,1613
9,2013
8.285714286,1644
7.142857143,1552
6,1780
3,1670
10.28571429,1730
6.285714286,1392
8.285714286,1385
3.4,1575
10,1853
11,1245
13.14285714,1387
8,1437
13,1242
6.571428571,1707
11.71428571,1434
10,1317
14,1594
11,1513
12.85714286,1329
11,1534
10.8,1912
13.85714286,2012
10.71428571,1575
11.85714286,1699
10.85714286,1605
12.57142857,1437
13.28571429,1346
12.85714286,1401
12.42857143,1334
13.33333333,2019
14.85714286,1715
14,1607
16.14285714,1967
18.6,1652
15.85714286,2438
16.85714286,1741
16.85714286,1685
18.71428571,1759
18,1774
17.14285714,1675
16.85714286,1707
16.71428571,1673
18.25,1757
16.71428571,2305
15.85714286,1999
17,1859
15,1890
14.28571429,2000
15.57142857,1720
14.57142857,1660
16.57142857,1802
16.5,1589
10.71428571,1428
11.14285714,1637
10.71428571,1418
9.75,1641
11.85714286,1221
12.28571429,1340
6.428571429,1095
6.428571429,1294
5,1621
0.285714286,1793
7.285714286,2020
6.2,2170
8.571428571,2375
6.142857143,2249
7.142857143,2233
6.4,2211
10.28571429,2500
10.85714286,2597
11.14285714,2980
11.85714286,2893
14,2912
9.571428571,2667
7.714285714,3217
12,3122
12.66666667,2725
13.14285714,2935
13.85714286,2747
13.42857143,2722
14.5,2701
14,2736
14.42857143,2662
14.57142857,2678
16.42857143,2604
17,2986
17.28571429,3969
15.85714286,3365
16.42857143,3292
14.25,3347
14.14285714,3575
15.85714286,3590
15.57142857,3646
16.85714286,3718
18.28571429,3889
16.42857143,4015
16.28571429,3721
12.57142857,3397
14.5,3582
12.71428571,3730
11.57142857,3980
13.57142857,3794
11.8,3819
11.57142857,3920
12.85714286,3594
12,3104
9.714285714,3150
6.857142857,3821
4.428571429,2528
8.571428571,2681
6,3017
9.333333333,3569
9.142857143,3132
3.857142857,2648
9.857142857,3048
12,2389
9,2741
11.14285714,2636
11.71428571,2635
12.83333333,2712
12.28571429,2722
11.57142857,3027
12.14285714,3080
11.71428571,2891
11,3058
10.28571429,3026
11.85714286,3485
12.28571429,3332
10,3186
11.42857143,3301
9.285714286,3367
13,3464
15.28571429,3342
13.71428571,3508
14.42857143,3291
14.42857143,3266
16.42857143,3262
17,3359
17.42857143,4731
16.85714286,3034
17,3244
17.6,3268
17.42857143,3177
17.14285714,3211
17.14285714,3235
16.57142857,3122
19,3444
17.57142857,3392
18,3254
16.71428571,3263
16,3191
17.85714286,3154
16,3118
16.42857143,2971
15.16666667,2906
9,3013
13.57142857,2589
10.57142857,2862
9.142857143,3234
15,3502
12.85714286,2478
10.28571429,2600
8.571428571,2807
4.75,2809
8.285714286,3207
10.42857143,2410
8.571428571,2470
10.71428571,2452
12.71428571,2586
8.285714286,2583
12.42857143,2292
10.57142857,2677
7.285714286,2428
11.57142857,2726
12.71428571,3053
13.14285714,2702
13.66666667,3192
11,2881
11,2894
12,2847
11.8,2393
11,2980
12.28571429,2066
12,2148
13.28571429,2877
14,2320
16.14285714,2265
16.85714286,2389
16.42857143,2419
17.66666667,2297
15.85714286,3032
16.85714286,1994
19.28571429,1949
18.16666667,2527
17.57142857,2089
16.71428571,2358
17.42857143,2387
18.85714286,1790
18.5,1807
18,2206
18.28571429,1899
19.14285714,1831
18,2436
16.57142857,1980
19.14285714,1741
17,1632
14.85714286,2061
9,1834
8.285714286,1459
7.142857143,1490
6,1747
3,1964
10.28571429,1275
6.285714286,1361
8.285714286,1216
3.4,1405
10,1870
11,1097
13.14285714,1398
8,1350
13,1252
6.571428571,1555
11.71428571,1523
10,1235
14,1225
11,1216
12.85714286,1113
11,1467
10.8,1426
13.85714286,1386
10.71428571,1137
11.85714286,1328
10.85714286,1256
12.57142857,1139
13.28571429,1043
12.85714286,1167
12.42857143,1138
13.33333333,1506
14.85714286,1374
14,1170
16.14285714,1313
18.6,1380
15.85714286,1804
16.85714286,1544
16.85714286,1267
18.71428571,1288
18,1312
17.14285714,1304
16.85714286,1252
16.71428571,1233
18.25,1208
16.71428571,1346
15.85714286,1233
17,1245
15,1276
14.28571429,1250
15.57142857,1330
14.57142857,1124
16.57142857,1029
16.5,1002
10.71428571,882
11.14285714,868
10.71428571,786
9.75,922
11.85714286,707
12.28571429,668
6.428571429,663
6.428571429,708
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,
13.14285714,
13.85714286,
13.42857143,
14.5,
14,
14.42857143,
14.57142857,
16.42857143,
17,402
17.28571429,646
15.85714286,743
16.42857143,200
14.25,855
14.14285714,491
15.85714286,405
15.57142857,690
16.85714286,801
18.28571429,285
16.42857143,1126
16.28571429,1121
12.57142857,617
14.5,1133
12.71428571,1242
11.57142857,1091
13.57142857,1218
11.8,844
